date,avg_uncorrected_pressure,avg_corrected_pressure,total_daily_conflict_duration
2004-04-11,1.28333,1.28333,0.0
2004-04-12,1.28333,1.28333,0.0
2004-04-13,0.95,1.0155,140.0
2004-04-14,0.98333,1.12925,290.0
2004-04-15,1.04167,1.41081,570.0
2004-04-16,0.55667,0.75,580.0
2004-04-17,0.67222,0.9956,730.0
2004-04-18,0.575,0.73307,490.0
2004-04-19,1.29167,1.29167,20.0
2004-04-20,0.88889,1.00875,270.0
2004-04-21,1.06667,1.07457,20.0
2004-04-22,0.84444,0.84444,0.0
2004-04-23,0.69583,0.70066,60.0
2004-04-24,0.725,0.74109,50.0
2004-04-25,0.4875,0.4875,0.0
2004-04-26,1.06667,1.14959,150.0
2004-04-27,1.325,1.325,0.0
2004-04-28,1.18333,1.21751,60.0
2004-04-29,0.92222,0.92222,0.0
2004-04-30,1.35833,1.35833,0.0
2004-05-01,0.77778,0.85615,160.0
2004-05-02,1.35,1.53713,140.0
2004-05-03,0.83333,0.89423,170.0
2004-05-04,1.39167,1.39167,0.0
2004-05-05,0.85833,0.85833,0.0
2004-05-06,1.375,1.375,0.0
2004-05-07,1.6,1.6,0.0
2004-05-08,0.87083,0.93215,150.0
2004-05-09,1.45,1.4885,30.0
2004-05-10,1.30833,1.30833,0.0
2004-05-11,1.5,1.58487,120.0
2004-05-12,1.525,1.56642,60.0
2004-05-13,1.15833,1.16752,20.0
2004-05-14,1.225,1.225,0.0
2004-05-15,1.15,1.15,360.0
2004-05-16,0.89167,1.06706,260.0
2004-05-17,1.2,1.2,0.0
2004-05-18,0.88333,1.00427,280.0
2004-05-19,0.84444,1.10873,540.0
2004-05-20,0.92222,0.95296,70.0
2004-05-21,1.275,1.275,0.0
2004-05-22,0.72917,0.72917,0.0
2004-05-23,1.25,1.25,0.0
2004-05-24,0.7375,0.78652,140.0
2004-05-25,1.05833,1.13247,140.0
2004-05-26,1.25,1.25,0.0
2004-05-27,0.70556,0.74349,130.0
2004-05-28,0.91667,0.91667,0.0
2004-05-29,0.86667,0.86667,0.0
2004-05-31,0.52667,0.52667,0.0
2004-06-01,1.125,1.125,0.0
2004-06-02,1.06667,1.06667,0.0
2004-06-03,1.34167,1.34167,0.0
2004-06-04,1.00833,1.00833,0.0
2004-06-06,1.2,1.2,0.0
2004-06-07,1.26667,1.30704,70.0
2004-06-08,1.36667,1.36667,0.0
2004-06-09,1.64167,1.64167,0.0
2004-06-10,1.11667,1.11667,0.0
2004-06-11,1.475,1.475,0.0
2004-06-12,0.78333,0.78333,0.0
2004-06-13,1.21667,1.21667,0.0
2004-06-14,0.75,0.82466,190.0
2004-06-15,0.85833,0.92484,180.0
2004-06-16,0.72917,0.72917,0.0
2004-06-17,1.07778,1.07778,0.0
2004-06-18,1.29167,1.29167,0.0
2004-06-19,1.25,1.48098,170.0
2004-06-20,1.1,1.1,0.0
2004-06-21,0.86667,0.86667,0.0
2004-06-22,1.11667,1.11667,0.0
2004-06-23,0.90833,0.90833,0.0
2004-06-24,0.90833,0.90833,0.0
2004-06-25,0.93889,0.93889,0.0
2004-06-26,1.36667,1.39057,40.0
2004-06-27,1.41667,1.63574,150.0
2004-06-28,0.72333,0.72333,0.0
2004-06-29,0.97778,0.97778,0.0
2004-06-30,1.06667,1.35274,460.0
2004-07-01,1.35833,1.35833,0.0
2004-07-02,0.76667,0.76667,0.0
2004-07-03,0.90556,0.90556,0.0
2004-07-04,0.66667,0.66667,0.0
2004-07-05,0.62667,0.62667,0.0
2004-07-06,1.325,1.325,0.0
2004-07-07,1.01667,1.01667,0.0
2004-07-08,0.79444,0.84657,140.0
2004-07-09,0.71667,0.77431,160.0
2004-07-10,1.06667,1.13763,140.0
2004-07-12,1.4,1.4,0.0
2004-07-13,0.56667,0.60267,160.0
2004-07-14,0.71667,0.71667,0.0
2004-07-15,0.91667,0.91667,0.0
2004-07-16,1.31667,1.31667,0.0
2004-07-17,0.68333,0.7375,130.0
2004-07-18,0.83333,0.94232,270.0
2004-07-19,0.67083,0.72083,120.0
2004-07-20,0.86111,0.86111,0.0
2004-07-21,0.96667,0.96667,0.0
2004-07-22,1.5,1.63799,200.0
2004-07-23,0.61944,0.61944,0.0
2004-07-24,1.07222,1.07222,0.0
2004-07-25,1.06111,1.1106,120.0
2004-07-26,1.66667,1.66667,0.0
2004-07-27,0.81667,0.83154,40.0
2004-07-28,1.18333,1.18333,0.0
2004-07-29,1.08333,1.08333,0.0
2004-07-30,0.56333,0.75956,590.0
2004-07-31,1.15,1.15,0.0
2004-08-01,0.64167,0.64167,0.0
2004-08-02,0.95556,0.95556,0.0
2004-08-03,0.72778,0.72778,0.0
2004-08-04,0.89444,0.89444,0.0
2004-08-05,0.925,0.925,0.0
2004-08-06,1.06667,1.06667,0.0
2004-08-07,0.74444,0.74444,0.0
2004-08-08,1.1,1.1,0.0
2004-08-09,1.0,1.0,0.0
2004-08-10,0.65833,0.72006,190.0
2004-08-11,1.00833,1.00833,0.0
2004-08-12,0.95,0.95,0.0
2004-08-13,1.02778,1.02778,0.0
2004-08-14,1.025,1.15901,170.0
2004-08-15,0.89583,0.89583,0.0
2004-08-16,0.79167,0.79167,0.0
2004-08-17,0.92778,1.00312,140.0
2004-08-18,1.075,1.075,0.0
2004-08-19,1.30833,1.30833,0.0
2004-08-20,1.11667,1.12708,20.0
2004-08-21,0.94444,0.99915,140.0
2004-08-22,1.08333,1.08333,0.0
2004-08-23,0.80556,0.80556,0.0
2004-08-24,0.93333,0.93333,0.0
2004-08-25,0.99167,1.04102,100.0
2004-08-26,1.06667,1.06667,0.0
2004-08-27,1.05,1.06308,30.0
2004-08-28,0.95833,1.24458,510.0
2004-08-29,1.63333,1.63333,0.0
2004-08-30,1.80556,1.86348,130.0
2004-08-31,1.28333,1.53554,370.0
2004-09-01,1.77778,1.8363,140.0
2004-09-02,1.10417,1.28606,520.0
2004-09-03,0.86111,1.0963,460.0
2004-09-04,0.98333,1.67167,490.0
2004-09-06,0.725,0.73197,20.0
2004-09-07,0.77778,0.77778,0.0
2004-09-08,0.80417,0.80417,0.0
2004-09-09,0.55,0.55,0.0
2004-09-10,1.05556,1.05556,0.0
2004-09-12,0.93333,0.99095,140.0
2004-09-13,0.90833,0.90833,0.0
2004-09-14,0.92222,0.92222,0.0
2004-09-15,1.14167,1.14167,0.0
2004-09-16,1.35833,1.35833,0.0
2004-09-17,1.13333,1.13333,0.0
2004-09-18,1.28333,1.28333,0.0
2004-09-19,1.2,1.2,0.0
2004-09-20,0.9,1.02292,220.0
2004-09-21,0.92778,1.03889,200.0
2004-09-22,1.00556,1.03228,60.0
2004-09-23,1.25833,1.25833,0.0
2004-09-24,1.1,1.21543,210.0
2004-09-26,1.28333,1.29503,20.0
2004-09-27,1.14167,1.14167,0.0
2004-09-28,0.66667,0.66667,0.0
2004-09-29,0.7375,0.7375,0.0
2004-09-30,1.175,1.19628,40.0
2004-10-01,1.29167,1.29167,0.0
2004-10-03,1.16667,1.1828,30.0
2004-10-04,0.71667,0.71667,0.0
2004-10-05,0.89444,0.90064,20.0
2004-10-06,0.88333,0.88941,20.0
2004-10-07,0.84444,0.92969,210.0
2004-10-08,0.68,0.76333,250.0
2004-10-10,0.60833,0.92167,390.0
2004-10-11,0.89167,0.89167,0.0
2004-10-12,0.85,0.98704,310.0
2004-10-13,1.13333,1.13333,0.0
2004-10-14,1.3,1.3,0.0
2004-10-15,1.15,1.15,0.0
2004-10-16,1.16667,1.16667,0.0
2004-10-17,1.05,1.05,0.0
2004-10-18,0.7,0.7,0.0
2004-10-19,1.35833,1.35833,0.0
2004-10-20,1.30833,1.30833,0.0
2004-10-21,1.04444,1.04444,0.0
2004-10-22,1.30833,1.30833,0.0
2004-10-24,1.43333,1.43333,0.0
2004-10-25,1.175,1.175,0.0
2004-10-26,0.91667,0.93224,40.0
2004-10-27,1.45833,1.45833,0.0
2004-10-28,1.475,1.56579,130.0
2004-10-29,1.09444,1.09444,0.0
2004-10-30,1.38333,1.38333,0.0
2004-10-31,1.51667,1.51667,0.0
2004-11-01,1.51667,1.52984,20.0
2004-11-02,0.61944,0.61944,0.0
2004-11-03,1.6,1.6,0.0
2004-11-04,0.68889,0.79194,280.0
2004-11-05,0.72778,0.79685,200.0
2004-11-06,0.75,1.28261,490.0
2004-11-07,0.73333,0.73333,0.0
2004-11-08,1.20833,1.20833,0.0
2004-11-09,0.75417,0.75417,0.0
2004-11-10,1.11667,1.22381,200.0
2004-11-11,0.71667,1.14377,860.0
2004-11-12,0.8,1.07222,490.0
2004-11-14,0.56667,0.63115,240.0
2004-11-15,0.87778,1.03687,300.0
2004-11-16,1.275,1.275,0.0
2004-11-17,0.79444,0.92275,240.0
2004-11-18,1.03333,1.03333,0.0
2004-11-19,0.98333,0.98333,0.0
2004-11-20,0.85833,0.85833,0.0
2004-11-21,0.94167,1.09528,320.0
2004-11-22,0.93333,0.93333,0.0
2004-11-23,0.57333,0.57333,0.0
2004-11-24,0.99167,0.99167,0.0
2004-11-25,0.93889,0.94974,20.0
2004-11-26,1.13333,1.13333,0.0
2004-11-27,0.49583,0.49583,0.0
2004-11-28,0.64167,0.64167,0.0
2004-11-29,0.40208,0.45,230.0
2004-11-30,0.48,0.48,0.0
2004-12-01,0.82778,0.82778,0.0
2004-12-02,0.77917,0.77917,0.0
2004-12-03,1.13333,1.13333,0.0
2004-12-04,0.71667,0.71667,0.0
2004-12-05,0.84167,0.84167,0.0
2004-12-06,0.63889,0.63889,0.0
2004-12-07,0.9,0.9,0.0
2004-12-08,1.1,1.1,0.0
2004-12-09,0.5875,0.5875,0.0
2004-12-10,0.61,0.61,0.0
2004-12-11,1.13333,1.21746,130.0
2004-12-12,0.975,1.02919,140.0
2004-12-13,1.075,1.12939,100.0
2004-12-14,1.05833,1.05833,0.0
2004-12-15,0.975,0.975,0.0
2004-12-16,0.825,0.825,0.0
2004-12-17,1.13333,1.13333,0.0
2004-12-18,0.88333,0.88333,0.0
2004-12-19,1.14167,1.14167,0.0
2004-12-20,0.93889,0.93889,0.0
2004-12-21,1.07222,1.07222,0.0
2004-12-22,1.02778,1.02778,0.0
2004-12-23,1.10833,1.10833,0.0
2004-12-24,1.225,1.225,0.0
2004-12-25,0.69167,0.69167,0.0
2004-12-26,0.99444,0.99444,0.0
2004-12-27,1.4,1.4,0.0
2004-12-28,1.53333,1.53333,0.0
2004-12-29,1.48333,1.48333,0.0
2004-12-30,1.61667,1.61667,0.0
2004-12-31,0.9375,0.9375,0.0
2005-01-01,0.49167,0.49167,0.0
2005-01-02,1.43333,1.43333,0.0
2005-01-03,1.13889,1.13889,0.0
2005-01-04,1.46667,1.5456,110.0
2005-01-05,0.73,0.73,0.0
2005-01-06,1.125,1.125,0.0
2005-01-07,1.23333,1.30858,120.0
2005-01-08,0.875,1.0,150.0
2005-01-09,0.7,0.91034,560.0
2005-01-10,1.20833,1.27856,140.0
2005-01-11,0.8,0.8,0.0
2005-01-12,0.62917,0.62917,0.0
2005-01-13,0.78889,0.79371,20.0
2005-01-14,0.69583,0.69583,0.0
2005-01-15,1.01667,1.08529,140.0
2005-01-16,0.75833,0.75833,0.0
2005-01-17,0.86667,0.86667,0.0
2005-01-18,0.48889,0.48889,0.0
2005-01-19,1.09167,1.09167,0.0
2005-01-20,1.625,1.625,0.0
2005-01-21,0.87222,0.94378,140.0
2005-01-22,1.36667,1.37881,20.0
2005-01-23,1.36667,1.36667,0.0
2005-01-24,0.89444,0.89444,0.0
2005-01-25,0.85556,0.85556,0.0
2005-01-26,1.33333,1.33333,0.0
2005-01-27,0.86667,0.86667,0.0
2005-01-28,1.60833,1.60833,0.0
2005-01-29,1.25833,1.3589,160.0
2005-01-30,1.58333,1.58333,0.0
2005-01-31,1.44167,1.44167,0.0
2005-02-01,0.78333,0.78333,0.0
2005-02-02,1.35833,1.37038,20.0
2005-02-03,1.23333,1.23333,0.0
2005-02-04,0.90833,0.90833,0.0
2005-02-05,0.56,0.56,0.0
2005-02-06,0.68889,0.81277,400.0
2005-02-07,0.80556,0.92494,250.0
2005-02-08,0.8,1.05721,630.0
2005-02-09,0.74583,0.85664,290.0
2005-02-10,0.77778,0.78557,20.0
2005-02-11,1.03333,1.03333,0.0
2005-02-12,0.96667,0.96667,0.0
2005-02-13,1.03333,1.03333,0.0
2005-02-14,1.05833,1.132,130.0
2005-02-15,0.81667,0.87715,160.0
2005-02-16,0.96667,1.119,250.0
2005-02-17,1.1,1.1,0.0
2005-02-18,0.66667,0.66667,0.0
2005-02-19,0.85,0.85,0.0
2005-02-20,0.83333,0.87629,140.0
2005-02-21,0.77778,0.89462,300.0
2005-02-22,0.84167,0.84167,0.0
2005-02-23,0.75833,0.75833,0.0
2005-02-24,0.96667,1.11399,270.0
2005-02-25,1.1,1.17266,140.0
2005-02-26,1.05,1.17877,130.0
2005-02-27,0.89167,0.89167,0.0
2005-02-28,0.95833,1.02217,140.0
2005-03-01,0.64,0.72213,250.0
2005-03-02,0.575,0.575,0.0
2005-03-03,0.80556,0.80556,0.0
2005-03-04,1.15,1.15,0.0
2005-03-05,1.0,1.0,0.0
2005-03-06,0.72222,0.76207,120.0
2005-03-07,0.70556,0.70556,0.0
2005-03-08,0.88333,0.9493,160.0
2005-03-09,0.425,0.425,0.0
2005-03-10,0.75833,0.75833,0.0
2005-03-11,1.125,1.18714,120.0
2005-03-12,0.91667,0.91667,0.0
2005-03-13,0.70556,0.74912,140.0
2005-03-14,0.89167,0.90665,40.0
2005-03-15,0.73333,0.73795,20.0
2005-03-16,0.83333,0.83333,0.0
2005-03-17,1.15,1.23984,150.0
2005-03-18,0.84167,0.84167,0.0
2005-03-19,0.95556,0.95556,0.0
2005-03-20,1.06667,1.06667,0.0
2005-03-21,1.375,1.375,0.0
2005-03-22,0.90556,0.90556,0.0
2005-03-23,0.78333,0.78333,0.0
2005-03-24,1.11667,1.11667,0.0
2005-03-25,0.83889,0.90397,170.0
2005-03-26,0.89444,0.89444,0.0
2005-03-27,1.08333,1.19984,220.0
2005-03-28,0.95,0.95,0.0
2005-03-29,0.60833,0.60833,0.0
2005-03-30,0.66667,0.66667,0.0
2005-03-31,1.25833,1.25833,0.0
2005-04-01,1.71667,1.71667,0.0
2005-04-02,0.925,0.925,0.0
2005-04-03,1.26667,1.26667,0.0
2005-04-04,1.51667,1.51667,0.0
2005-04-05,0.62,0.62,0.0
2005-04-06,1.18333,1.18333,0.0
2005-04-07,1.24167,1.24167,0.0
2005-04-08,0.85,1.095,540.0
2005-04-09,0.83333,0.8525,50.0
2005-04-10,0.81667,0.87921,300.0
2005-04-11,0.57333,0.71109,440.0
2005-04-12,0.78333,0.8578,200.0
2005-04-13,0.7,0.7,0.0
2005-04-14,0.60417,0.60417,0.0
2005-04-15,0.94167,0.94167,0.0
2005-04-16,0.86111,0.86111,0.0
2005-04-17,0.98333,0.98333,0.0
2005-04-18,0.98333,0.98333,0.0
2005-04-19,1.675,1.675,0.0
2005-04-20,0.57778,0.57778,0.0
2005-04-21,1.01667,1.01667,0.0
2005-04-22,0.72083,0.72083,0.0
2005-04-23,0.88889,0.95139,150.0
2005-04-24,0.925,0.925,0.0
2005-04-25,0.74444,0.74444,0.0
2005-04-26,0.94167,0.94167,0.0
2005-04-27,0.54444,0.58451,150.0
2005-04-28,0.64583,0.64583,0.0
2005-04-29,0.95,0.95,0.0
2005-04-30,1.20833,1.20833,0.0
2005-05-01,0.98333,1.1,280.0
2005-05-02,1.15,1.15,0.0
2005-05-03,0.9,0.9,0.0
2005-05-04,1.175,1.17957,10.0
2005-05-05,1.00833,1.00833,0.0
2005-05-06,0.88333,0.88333,0.0
2005-05-07,1.35,1.35,0.0
2005-05-08,1.18333,1.18333,0.0
2005-05-09,0.95833,0.95833,0.0
2005-05-10,0.94167,1.08773,290.0
2005-05-11,1.18333,1.18333,0.0
2005-05-12,0.85,0.90605,140.0
2005-05-13,1.45833,1.52985,130.0
2005-05-14,1.04167,1.04167,0.0
2005-05-15,0.90833,0.90833,0.0
2005-05-16,0.88333,1.06157,350.0
2005-05-17,1.00833,1.08763,150.0
2005-05-18,1.01667,1.01667,0.0
2005-05-19,1.09167,1.09167,0.0
2005-05-20,1.125,1.125,0.0
2005-05-21,0.98333,0.98333,0.0
2005-05-22,0.39333,0.46866,320.0
2005-05-23,0.83333,1.09024,540.0
2005-05-24,1.20833,1.20833,0.0
2005-05-25,0.93333,0.93333,0.0
2005-05-26,1.06667,1.21408,270.0
2005-05-27,1.0,1.0,0.0
2005-05-28,0.81667,0.81667,0.0
2005-05-29,1.1,1.1,0.0
2005-05-30,0.94167,0.94167,0.0
2005-05-31,1.36667,1.36667,0.0
2005-06-01,1.1,1.1,0.0
2005-06-02,1.00833,1.00833,0.0
2005-06-03,0.69444,0.69444,0.0
2005-06-04,0.91667,0.91667,0.0
2005-06-05,0.47222,0.47222,0.0
2005-06-06,1.21667,1.21667,0.0
2005-06-07,0.925,0.925,0.0
2005-06-08,0.77222,0.77222,0.0
2005-06-09,1.1,1.10915,20.0
2005-06-10,0.95833,0.95833,0.0
2005-06-11,0.98333,0.98333,0.0
2005-06-12,0.94167,0.94167,0.0
2005-06-13,1.30833,1.30833,0.0
2005-06-14,0.83333,0.83333,0.0
2005-06-15,0.98333,0.98333,0.0
2005-06-16,0.94167,0.94167,0.0
2005-06-17,0.65,0.65,0.0
2005-06-18,1.08333,1.08333,0.0
2005-06-19,0.71667,1.23487,470.0
2005-06-20,1.11667,1.11667,0.0
2005-06-21,0.98333,0.98333,0.0
2005-06-22,1.04167,1.12466,170.0
2005-06-23,0.88333,0.88333,0.0
2005-06-24,1.20833,1.20833,0.0
2005-06-25,1.075,1.1551,150.0
2005-06-26,1.11667,1.17762,120.0
2005-06-27,1.075,1.16179,160.0
2005-06-28,1.09167,1.17234,140.0
2005-06-29,0.84167,0.84167,0.0
2005-06-30,0.975,0.975,0.0
2005-07-01,1.56667,1.56667,0.0
2005-07-02,1.25833,1.25833,0.0
2005-07-03,0.95833,0.95833,0.0
2005-07-04,0.93333,0.93333,0.0
2005-07-05,0.98333,0.98333,0.0
2005-07-06,0.95,0.95,0.0
2005-07-07,1.2,1.2,0.0
2005-07-08,1.55833,1.66356,140.0
2005-07-09,1.30833,1.30833,0.0
2005-07-10,1.36667,1.36667,0.0
2005-07-11,1.075,1.075,0.0
2005-07-12,0.93333,0.94444,20.0
2005-07-13,0.85,0.85,0.0
2005-07-14,1.0,1.22313,390.0
2005-07-15,0.95833,0.96865,30.0
2005-07-16,0.79583,0.79583,0.0
2005-07-17,1.04167,1.13699,180.0
2005-07-18,0.975,1.05076,160.0
2005-07-19,1.24167,1.24167,0.0
2005-07-20,1.225,1.225,0.0
2005-07-21,1.2,1.2,0.0
2005-07-22,0.60417,0.77083,500.0
2005-07-23,1.18333,1.34263,140.0
2005-07-24,0.73889,0.77288,130.0
2005-07-25,1.15,1.15,0.0
2005-07-26,1.06667,1.06667,0.0
2005-07-27,0.67083,0.67083,0.0
2005-07-28,1.075,1.075,0.0
2005-07-29,0.82778,0.82778,0.0
2005-07-30,0.90833,0.90833,0.0
2005-07-31,1.03333,1.03333,0.0
2005-08-01,0.65,0.65,0.0
2005-08-02,1.04167,1.04167,0.0
2005-08-03,0.91667,0.91667,0.0
2005-08-04,0.73889,0.78122,120.0
2005-08-05,0.78889,0.78889,0.0
2005-08-06,1.05,1.05,0.0
2005-08-07,0.86667,0.86667,0.0
2005-08-08,1.63333,1.63333,0.0
2005-08-09,1.0,1.0,0.0
2005-08-10,1.1,1.17138,160.0
2005-08-11,1.075,1.075,0.0
2005-08-12,0.975,1.0402,140.0
2005-08-13,0.88333,1.17778,270.0
2005-08-14,0.775,1.30545,940.0
2005-08-15,0.89167,1.08028,410.0
2005-08-16,0.575,0.72361,430.0
2005-08-17,0.66667,0.88797,590.0
2005-08-18,0.67222,0.91444,570.0
2005-08-19,1.04167,1.0652,50.0
2005-08-20,0.625,0.75006,420.0
2005-08-21,0.96667,1.23045,480.0
2005-08-22,0.85556,0.86667,20.0
2005-08-23,0.64444,0.71667,130.0
2005-08-24,0.92778,0.92778,0.0
2005-08-25,1.01667,1.01667,0.0
2005-08-26,1.075,1.075,0.0
2005-08-27,0.75,0.84067,130.0
2005-08-28,0.95833,0.95833,0.0
2005-08-29,1.64167,1.74753,140.0
2005-08-30,1.18889,1.18889,0.0
2005-08-31,1.74167,1.74167,0.0
2005-09-01,1.76667,1.76667,0.0
2005-09-02,1.66667,1.66667,0.0
2005-09-03,1.55,1.55,0.0
2005-09-04,1.6,1.6,0.0
2005-09-05,1.43333,1.43333,0.0
2005-09-06,1.55,1.55,0.0
2005-09-07,1.04444,1.04444,0.0
2005-09-08,1.11667,1.11667,0.0
2005-09-09,1.59167,1.59167,0.0
2005-09-10,1.0,1.0,0.0
2005-09-11,1.16667,1.16667,0.0
2005-09-12,1.275,1.35711,120.0
2005-09-13,1.44167,1.44167,0.0
2005-09-14,0.95833,0.95833,0.0
2005-09-15,1.06667,1.06667,0.0
2005-09-16,1.53333,1.53333,0.0
2005-09-18,1.6,1.6,0.0
2005-09-19,1.24167,1.24167,0.0
2005-09-20,0.85833,0.85833,0.0
2005-09-21,1.03889,1.03889,0.0
2005-09-22,1.48333,1.48333,0.0
2005-09-23,1.12778,1.13266,10.0
2005-09-25,0.74167,0.74167,0.0
2005-09-26,1.175,1.25718,130.0
2005-09-27,0.82222,0.82222,0.0
2005-09-28,0.71667,0.71667,0.0
2005-09-29,0.91667,0.91667,0.0
2005-09-30,0.85,0.85,0.0
2005-10-01,0.76667,0.76667,0.0
2005-10-02,0.88333,0.88333,0.0
2005-10-03,1.24167,1.24167,0.0
2005-10-04,0.60417,0.60417,0.0
2005-10-05,0.89167,0.89167,0.0
2005-10-06,0.76667,0.76667,0.0
2005-10-07,1.04167,1.04167,0.0
2005-10-08,1.08333,1.08333,0.0
2005-10-09,0.625,0.625,0.0
2005-10-10,0.71333,0.71333,0.0
2005-10-11,1.125,1.125,0.0
2005-10-12,0.80556,0.80556,0.0
2005-10-13,1.01667,1.01667,0.0
2005-10-14,0.55833,0.55833,0.0
2005-10-16,1.2,1.2,0.0
2005-10-17,0.63667,0.63667,0.0
2005-10-18,0.55667,0.55667,0.0
2005-10-19,1.00833,1.08949,160.0
2005-10-20,0.98333,0.98333,0.0
2005-10-21,0.74167,0.74167,0.0
2005-10-23,1.28333,1.28333,0.0
2005-10-24,1.36667,1.63965,370.0
2005-10-25,1.19167,1.19167,0.0
2005-10-26,0.81111,0.82937,50.0
2005-10-27,1.30833,1.34208,50.0
2005-10-28,1.51667,1.51667,0.0
2005-10-29,0.98333,0.98333,0.0
2005-10-30,0.94167,1.00372,130.0
2005-10-31,1.33333,1.33333,0.0
2005-11-01,0.92222,0.92222,0.0
2005-11-02,0.73333,0.73333,0.0
2005-11-03,1.08333,1.08333,0.0
2005-11-04,0.81111,0.81111,0.0
2005-11-06,0.88333,0.89911,20.0
2005-11-07,1.03333,1.07517,70.0
2005-11-08,0.69444,0.69444,0.0
2005-11-09,1.05,1.05,0.0
2005-11-10,1.06667,1.06667,0.0
2005-11-11,0.96667,0.96667,0.0
2005-11-12,0.78333,0.88778,140.0
2005-11-14,0.925,0.925,0.0
2005-11-15,0.8,0.8,0.0
2005-11-16,0.91667,0.91667,0.0
2005-11-17,0.73333,0.73333,0.0
2005-11-18,0.66667,0.66667,0.0
2005-11-20,1.2,1.2,0.0
2005-11-21,0.57667,0.5848,30.0
2005-11-22,0.93333,0.93333,0.0
2005-11-23,1.08333,1.08333,0.0
2005-11-24,1.05833,1.05833,0.0
2005-11-25,0.95,1.11,160.0
2005-11-26,0.85,0.85,0.0
2005-11-27,1.16667,1.16667,0.0
2005-11-28,0.86667,0.86667,0.0
2005-11-29,1.2,1.25994,110.0
2005-11-30,1.025,1.025,0.0
2005-12-01,0.98333,0.98333,0.0
2005-12-02,1.08333,1.08333,0.0
2005-12-03,1.03333,1.03333,0.0
2005-12-04,0.87778,0.87778,0.0
2005-12-05,0.925,0.95087,60.0
2005-12-06,0.98333,0.98333,0.0
2005-12-07,1.0,1.0,0.0
2005-12-08,0.49583,0.49583,0.0
2005-12-09,0.78889,0.78889,0.0
2005-12-10,0.78333,0.78333,0.0
2005-12-11,0.62917,0.62917,0.0
2005-12-12,1.40833,1.40833,0.0
2005-12-13,0.81667,0.81667,0.0
2005-12-14,0.92778,0.92778,0.0
2005-12-15,1.16667,1.16667,0.0
2005-12-16,1.08333,1.08333,0.0
2005-12-17,0.95,1.02778,140.0
2005-12-18,0.52222,0.58611,230.0
2005-12-19,0.61667,0.62222,20.0
2005-12-20,1.03333,1.07154,90.0
2005-12-21,0.86667,0.86667,0.0
2005-12-22,0.9,0.9,0.0
2005-12-23,0.56389,0.56389,0.0
2005-12-24,1.025,1.08438,130.0
2005-12-25,1.1,1.34155,330.0
2005-12-26,0.56667,0.57189,20.0
2005-12-27,0.94444,0.94444,0.0
2005-12-28,0.74444,0.74444,0.0
2005-12-29,0.8,0.86878,160.0
2005-12-30,1.08333,1.14293,120.0
2005-12-31,1.03333,1.03333,0.0
2006-01-01,0.58333,0.58333,0.0
2006-01-02,0.80833,0.80833,0.0
2006-01-03,1.30833,1.30833,0.0
2006-01-04,0.64667,0.74333,290.0
2006-01-05,1.1,1.30318,350.0
2006-01-06,0.53,0.62045,370.0
2006-01-07,1.01667,1.15222,140.0
2006-01-08,0.64444,0.73324,300.0
2006-01-09,0.42917,0.43852,50.0
2006-01-10,0.70833,0.70833,0.0
2006-01-11,0.6375,0.6375,0.0
2006-01-12,0.62917,0.62917,0.0
2006-01-13,0.88333,0.88333,0.0
2006-01-14,0.58333,0.58333,0.0
2006-01-15,0.79444,0.80474,30.0
2006-01-16,0.78889,0.78889,0.0
2006-01-17,0.79167,0.79167,0.0
2006-01-18,0.76111,0.76111,0.0
2006-01-19,0.74,0.74,30.0
2006-01-20,0.67083,0.67083,0.0
2006-01-21,0.6375,0.66953,160.0
2006-01-22,0.63333,0.69567,120.0
2006-01-23,1.10833,1.10833,0.0
2006-01-24,0.6375,0.75729,360.0
2006-01-25,0.70556,0.86078,360.0
2006-01-26,0.73333,1.09909,790.0
2006-01-27,0.52917,0.56579,390.0
2006-01-28,0.60556,0.73918,410.0
2006-01-29,0.78333,1.48962,550.0
2006-01-30,1.18333,1.18333,0.0
2006-01-31,0.71667,0.71667,0.0
2006-02-01,0.9,0.9,0.0
2006-02-02,0.76667,0.87485,280.0
2006-02-03,0.96667,1.04562,140.0
2006-02-04,0.87,0.92468,130.0
2006-02-05,0.98333,0.98333,0.0
2006-02-06,0.76111,0.76111,0.0
2006-02-07,0.99167,0.99167,0.0
2006-02-08,0.83333,0.98291,430.0
2006-02-09,0.86667,0.86667,0.0
2006-02-10,1.11667,1.11667,0.0
2006-02-11,0.90833,0.99116,140.0
2006-02-12,0.89167,0.89167,0.0
2006-02-13,0.99444,0.99444,0.0
2006-02-14,0.93889,0.93889,0.0
2006-02-15,0.67917,0.67917,0.0
2006-02-16,0.84167,0.84167,0.0
2006-02-17,0.89167,0.89167,0.0
2006-02-18,0.53333,0.59699,130.0
2006-02-20,0.64583,0.64583,0.0
2006-02-21,0.72778,0.85643,240.0
2006-02-22,1.13333,1.13333,0.0
2006-02-23,1.04167,1.04167,0.0
2006-02-24,0.88333,0.88333,0.0
2006-02-25,1.1,1.1,0.0
2006-02-26,1.04167,1.04167,0.0
2006-02-27,0.86111,0.86111,0.0
2006-02-28,0.96667,1.01397,140.0
2006-03-01,0.77222,0.77222,0.0
2006-03-02,0.98333,0.98333,0.0
2006-03-03,0.95833,0.95833,0.0
2006-03-04,0.69444,0.73529,150.0
2006-03-05,0.5625,0.5625,0.0
2006-03-06,1.09167,1.09167,0.0
