date,avg_uncorrected_pressure,avg_corrected_pressure
28/11/2004,0.64167,0.64167
29/11/2004,0.40208,0.45
30/11/2004,0.48,0.48
01/12/2004,0.82778,0.82778
02/12/2004,0.77917,0.77917
03/12/2004,1.13333,1.13333
04/12/2004,0.71667,0.71667
05/12/2004,0.84167,0.84167
06/12/2004,0.63889,0.63889
07/12/2004,0.9,0.9
08/12/2004,1.1,1.1
09/12/2004,0.5875,0.5875
10/12/2004,0.61,0.61
11/12/2004,1.13333,1.21746
12/12/2004,0.975,1.02919
13/12/2004,1.075,1.12939
14/12/2004,1.05833,1.05833
15/12/2004,0.975,0.975
16/12/2004,0.825,0.825
17/12/2004,1.13333,1.13333
18/12/2004,0.88333,0.88333
19/12/2004,1.14167,1.14167
20/12/2004,0.93889,0.93889
21/12/2004,1.07222,1.07222
22/12/2004,1.02778,1.02778
23/12/2004,1.10833,1.10833
24/12/2004,1.225,1.225
25/12/2004,0.69167,0.69167
26/12/2004,0.99444,0.99444
27/12/2004,1.4,1.4
28/12/2004,1.53333,1.53333
29/12/2004,1.48333,1.48333
30/12/2004,1.61667,1.61667
31/12/2004,0.9375,0.9375
01/01/2005,0.49167,0.49167
02/01/2005,1.43333,1.43333
03/01/2005,1.13889,1.13889
04/01/2005,1.46667,1.5456
05/01/2005,0.73,0.73
06/01/2005,1.125,1.125
07/01/2005,1.23333,1.30858
08/01/2005,0.875,1
09/01/2005,0.7,0.91034
10/01/2005,1.20833,1.27856
11/01/2005,0.8,0.8
12/01/2005,0.62917,0.62917
13/01/2005,0.78889,0.79371
14/01/2005,0.69583,0.69583
15/01/2005,1.01667,1.08529
16/01/2005,0.75833,0.75833
17/01/2005,0.86667,0.86667
18/01/2005,0.48889,0.48889
19/01/2005,1.09167,1.09167
20/01/2005,1.625,1.625
21/01/2005,0.87222,0.94378
22/01/2005,1.36667,1.37881
23/01/2005,1.36667,1.36667
24/01/2005,0.89444,0.89444
25/01/2005,0.85556,0.85556
26/01/2005,1.33333,1.33333
27/01/2005,0.86667,0.86667
28/01/2005,1.60833,1.60833
29/01/2005,1.25833,1.3589
30/01/2005,1.58333,1.58333
31/01/2005,1.44167,1.44167
01/02/2005,0.78333,0.78333
02/02/2005,1.35833,1.37038
03/02/2005,1.23333,1.23333
04/02/2005,0.90833,0.90833
05/02/2005,0.56,0.56
06/02/2005,0.68889,0.81277
07/02/2005,0.80556,0.92494
08/02/2005,0.8,1.05721
09/02/2005,0.74583,0.85664
10/02/2005,0.77778,0.78557
11/02/2005,1.03333,1.03333
12/02/2005,0.96667,0.96667
13/02/2005,1.03333,1.03333
14/02/2005,1.05833,1.132
15/02/2005,0.81667,0.87715
16/02/2005,0.96667,1.119
17/02/2005,1.1,1.1
18/02/2005,0.66667,0.66667
19/02/2005,0.85,0.85
20/02/2005,0.83333,0.87629
21/02/2005,0.77778,0.89462
22/02/2005,0.84167,0.84167
23/02/2005,0.75833,0.75833
24/02/2005,0.96667,1.11399
25/02/2005,1.1,1.17266
26/02/2005,1.05,1.17877
27/02/2005,0.89167,0.89167
28/02/2005,0.95833,1.02217
01/03/2005,0.64,0.72213
02/03/2005,0.575,0.575
03/03/2005,0.80556,0.80556
04/03/2005,1.15,1.15
05/03/2005,1,1
06/03/2005,0.72222,0.76207
07/03/2005,0.70556,0.70556
08/03/2005,0.88333,0.9493
09/03/2005,0.425,0.425
10/03/2005,0.75833,0.75833
11/03/2005,1.125,1.18714
12/03/2005,0.91667,0.91667
13/03/2005,0.70556,0.74912
14/03/2005,0.89167,0.90665
15/03/2005,0.73333,0.73795
16/03/2005,0.83333,0.83333
17/03/2005,1.15,1.23984
18/03/2005,0.84167,0.84167
19/03/2005,0.95556,0.95556
20/03/2005,1.06667,1.06667
21/03/2005,1.375,1.375
22/03/2005,0.90556,0.90556
23/03/2005,0.78333,0.78333
24/03/2005,1.11667,1.11667
25/03/2005,0.83889,0.90397
26/03/2005,0.89444,0.89444
27/03/2005,1.08333,1.19984
28/03/2005,0.95,0.95
29/03/2005,0.60833,0.60833
30/03/2005,0.66667,0.66667
31/03/2005,1.25833,1.25833
01/04/2005,1.71667,1.71667
02/04/2005,0.925,0.925
03/04/2005,1.26667,1.26667
04/04/2005,1.51667,1.51667
05/04/2005,0.62,0.62
06/04/2005,1.18333,1.18333
07/04/2005,1.24167,1.24167
08/04/2005,0.85,1.095
09/04/2005,0.83333,0.8525
10/04/2005,0.81667,0.87921
11/04/2005,0.57333,0.71109
12/04/2005,0.78333,0.8578
13/04/2005,0.7,0.7
14/04/2005,0.60417,0.60417
15/04/2005,0.94167,0.94167
16/04/2005,0.86111,0.86111
17/04/2005,0.98333,0.98333
18/04/2005,0.98333,0.98333
19/04/2005,1.675,1.675
20/04/2005,0.57778,0.57778
21/04/2005,1.01667,1.01667
22/04/2005,0.72083,0.72083
23/04/2005,0.88889,0.95139
24/04/2005,0.925,0.925
25/04/2005,0.74444,0.74444
26/04/2005,0.94167,0.94167
27/04/2005,0.54444,0.58451
28/04/2005,0.64583,0.64583
29/04/2005,0.95,0.95
30/04/2005,1.20833,1.20833
01/05/2005,0.98333,1.1
02/05/2005,1.15,1.15
03/05/2005,0.9,0.9
04/05/2005,1.175,1.17957
05/05/2005,1.00833,1.00833
06/05/2005,0.88333,0.88333
07/05/2005,1.35,1.35
08/05/2005,1.18333,1.18333
09/05/2005,0.95833,0.95833
10/05/2005,0.94167,1.08773
11/05/2005,1.18333,1.18333
12/05/2005,0.85,0.90605
13/05/2005,1.45833,1.52985
14/05/2005,1.04167,1.04167
15/05/2005,0.90833,0.90833
16/05/2005,0.88333,1.06157
17/05/2005,1.00833,1.08763
18/05/2005,1.01667,1.01667
19/05/2005,1.09167,1.09167
20/05/2005,1.125,1.125
21/05/2005,0.98333,0.98333
22/05/2005,0.39333,0.46866
23/05/2005,0.83333,1.09024
24/05/2005,1.20833,1.20833
25/05/2005,0.93333,0.93333
26/05/2005,1.06667,1.21408
27/05/2005,1,1
28/05/2005,0.81667,0.81667
29/05/2005,1.1,1.1
30/05/2005,0.94167,0.94167
31/05/2005,1.36667,1.36667
01/06/2005,1.1,1.1
02/06/2005,1.00833,1.00833
03/06/2005,0.69444,0.69444
04/06/2005,0.91667,0.91667
05/06/2005,0.47222,0.47222
06/06/2005,1.21667,1.21667
07/06/2005,0.925,0.925
08/06/2005,0.77222,0.77222
09/06/2005,1.1,1.10915
10/06/2005,0.95833,0.95833
11/06/2005,0.98333,0.98333
12/06/2005,0.94167,0.94167
13/06/2005,1.30833,1.30833
14/06/2005,0.83333,0.83333
15/06/2005,0.98333,0.98333
16/06/2005,0.94167,0.94167
17/06/2005,0.65,0.65
18/06/2005,1.08333,1.08333
19/06/2005,0.71667,1.23487
20/06/2005,1.11667,1.11667
21/06/2005,0.98333,0.98333
22/06/2005,1.04167,1.12466
23/06/2005,0.88333,0.88333
24/06/2005,1.20833,1.20833
25/06/2005,1.075,1.1551
26/06/2005,1.11667,1.17762
27/06/2005,1.075,1.16179
28/06/2005,1.09167,1.17234
29/06/2005,0.84167,0.84167
30/06/2005,0.975,0.975
01/07/2005,1.56667,1.56667
02/07/2005,1.25833,1.25833
03/07/2005,0.95833,0.95833
04/07/2005,0.93333,0.93333
05/07/2005,0.98333,0.98333
06/07/2005,0.95,0.95
07/07/2005,1.2,1.2
08/07/2005,1.55833,1.66356
09/07/2005,1.30833,1.30833
10/07/2005,1.36667,1.36667
11/07/2005,1.075,1.075
12/07/2005,0.93333,0.94444
13/07/2005,0.85,0.85
14/07/2005,1,1.22313
15/07/2005,0.95833,0.96865
16/07/2005,0.79583,0.79583
17/07/2005,1.04167,1.13699
18/07/2005,0.975,1.05076
19/07/2005,1.24167,1.24167
20/07/2005,1.225,1.225
21/07/2005,1.2,1.2
22/07/2005,0.60417,0.77083
23/07/2005,1.18333,1.34263
24/07/2005,0.73889,0.77288
25/07/2005,1.15,1.15
26/07/2005,1.06667,1.06667
27/07/2005,0.67083,0.67083
28/07/2005,1.075,1.075
29/07/2005,0.82778,0.82778
30/07/2005,0.90833,0.90833
31/07/2005,1.03333,1.03333
01/08/2005,0.65,0.65
02/08/2005,1.04167,1.04167
03/08/2005,0.91667,0.91667
04/08/2005,0.73889,0.78122
05/08/2005,0.78889,0.78889
06/08/2005,1.05,1.05
07/08/2005,0.86667,0.86667
08/08/2005,1.63333,1.63333
09/08/2005,1,1
10/08/2005,1.1,1.17138
11/08/2005,1.075,1.075
12/08/2005,0.975,1.0402
13/08/2005,0.88333,1.17778
14/08/2005,0.775,1.30545
15/08/2005,0.89167,1.08028
16/08/2005,0.575,0.72361
17/08/2005,0.66667,0.88797
18/08/2005,0.67222,0.91444
19/08/2005,1.04167,1.0652
20/08/2005,0.625,0.75006
21/08/2005,0.96667,1.23045
22/08/2005,0.85556,0.86667
23/08/2005,0.64444,0.71667
24/08/2005,0.92778,0.92778
25/08/2005,1.01667,1.01667
26/08/2005,1.075,1.075
27/08/2005,0.75,0.84067
28/08/2005,0.95833,0.95833
29/08/2005,1.64167,1.74753
30/08/2005,1.18889,1.18889
31/08/2005,1.74167,1.74167
01/09/2005,1.76667,1.76667
02/09/2005,1.66667,1.66667
03/09/2005,1.55,1.55
04/09/2005,1.6,1.6
05/09/2005,1.43333,1.43333
06/09/2005,1.55,1.55
07/09/2005,1.04444,1.04444
08/09/2005,1.11667,1.11667
09/09/2005,1.59167,1.59167
10/09/2005,1,1
11/09/2005,1.16667,1.16667
12/09/2005,1.275,1.35711
13/09/2005,1.44167,1.44167
14/09/2005,0.95833,0.95833
15/09/2005,1.06667,1.06667
16/09/2005,1.53333,1.53333
18/09/2005,1.6,1.6
19/09/2005,1.24167,1.24167
20/09/2005,0.85833,0.85833
21/09/2005,1.03889,1.03889
22/09/2005,1.48333,1.48333
23/09/2005,1.12778,1.13266
25/09/2005,0.74167,0.74167
26/09/2005,1.175,1.25718
27/09/2005,0.82222,0.82222
28/09/2005,0.71667,0.71667
29/09/2005,0.91667,0.91667
30/09/2005,0.85,0.85
01/10/2005,0.76667,0.76667
02/10/2005,0.88333,0.88333
03/10/2005,1.24167,1.24167
04/10/2005,0.60417,0.60417
05/10/2005,0.89167,0.89167
06/10/2005,0.76667,0.76667
07/10/2005,1.04167,1.04167
08/10/2005,1.08333,1.08333
09/10/2005,0.625,0.625
10/10/2005,0.71333,0.71333
11/10/2005,1.125,1.125
12/10/2005,0.80556,0.80556
13/10/2005,1.01667,1.01667
14/10/2005,0.55833,0.55833
16/10/2005,1.2,1.2
17/10/2005,0.63667,0.63667
18/10/2005,0.55667,0.55667
19/10/2005,1.00833,1.08949
20/10/2005,0.98333,0.98333
21/10/2005,0.74167,0.74167
23/10/2005,1.28333,1.28333
24/10/2005,1.36667,1.63965
25/10/2005,1.19167,1.19167
26/10/2005,0.81111,0.82937
27/10/2005,1.30833,1.34208
28/10/2005,1.51667,1.51667
29/10/2005,0.98333,0.98333
30/10/2005,0.94167,1.00372
31/10/2005,1.33333,1.33333
01/11/2005,0.92222,0.92222
02/11/2005,0.73333,0.73333
03/11/2005,1.08333,1.08333
04/11/2005,0.81111,0.81111
06/11/2005,0.88333,0.89911
07/11/2005,1.03333,1.07517
08/11/2005,0.69444,0.69444
09/11/2005,1.05,1.05
10/11/2005,1.06667,1.06667
11/11/2005,0.96667,0.96667
12/11/2005,0.78333,0.88778
14/11/2005,0.925,0.925
15/11/2005,0.8,0.8
16/11/2005,0.91667,0.91667
17/11/2005,0.73333,0.73333
18/11/2005,0.66667,0.66667
20/11/2005,1.2,1.2
21/11/2005,0.57667,0.5848
22/11/2005,0.93333,0.93333
23/11/2005,1.08333,1.08333
24/11/2005,1.05833,1.05833
25/11/2005,0.95,1.11
26/11/2005,0.85,0.85
27/11/2005,1.16667,1.16667
28/11/2005,0.86667,0.86667
29/11/2005,1.2,1.25994
30/11/2005,1.025,1.025
01/12/2005,0.98333,0.98333
02/12/2005,1.08333,1.08333
03/12/2005,1.03333,1.03333
04/12/2005,0.87778,0.87778
05/12/2005,0.925,0.95087
06/12/2005,0.98333,0.98333
07/12/2005,1,1
08/12/2005,0.49583,0.49583
09/12/2005,0.78889,0.78889
10/12/2005,0.78333,0.78333
11/12/2005,0.62917,0.62917
12/12/2005,1.40833,1.40833
13/12/2005,0.81667,0.81667
14/12/2005,0.92778,0.92778
15/12/2005,1.16667,1.16667
16/12/2005,1.08333,1.08333
17/12/2005,0.95,1.02778
18/12/2005,0.52222,0.58611
19/12/2005,0.61667,0.62222
20/12/2005,1.03333,1.07154
21/12/2005,0.86667,0.86667
22/12/2005,0.9,0.9
23/12/2005,0.56389,0.56389
24/12/2005,1.025,1.08438
25/12/2005,1.1,1.34155
26/12/2005,0.56667,0.57189
27/12/2005,0.94444,0.94444
28/12/2005,0.74444,0.74444
29/12/2005,0.8,0.86878
30/12/2005,1.08333,1.14293
31/12/2005,1.03333,1.03333
01/01/2006,0.58333,0.58333
02/01/2006,0.80833,0.80833
03/01/2006,1.30833,1.30833
04/01/2006,0.64667,0.74333
05/01/2006,1.1,1.30318
06/01/2006,0.53,0.62045
07/01/2006,1.01667,1.15222
08/01/2006,0.64444,0.73324
09/01/2006,0.42917,0.43852
10/01/2006,0.70833,0.70833
11/01/2006,0.6375,0.6375
12/01/2006,0.62917,0.62917
13/01/2006,0.88333,0.88333
14/01/2006,0.58333,0.58333
15/01/2006,0.79444,0.80474
16/01/2006,0.78889,0.78889
17/01/2006,0.79167,0.79167
18/01/2006,0.76111,0.76111
19/01/2006,0.74,0.74
20/01/2006,0.67083,0.67083
21/01/2006,0.6375,0.66953
22/01/2006,0.63333,0.69567
23/01/2006,1.10833,1.10833
24/01/2006,0.6375,0.75729
25/01/2006,0.70556,0.86078
26/01/2006,0.73333,1.09909
27/01/2006,0.52917,0.56579
28/01/2006,0.60556,0.73918
29/01/2006,0.78333,1.48962
30/01/2006,1.18333,1.18333
31/01/2006,0.71667,0.71667
01/02/2006,0.9,0.9
02/02/2006,0.76667,0.87485
03/02/2006,0.96667,1.04562
04/02/2006,0.87,0.92468
05/02/2006,0.98333,0.98333
06/02/2006,0.76111,0.76111
07/02/2006,0.99167,0.99167
08/02/2006,0.83333,0.98291
09/02/2006,0.86667,0.86667
10/02/2006,1.11667,1.11667
11/02/2006,0.90833,0.99116
12/02/2006,0.89167,0.89167
13/02/2006,0.99444,0.99444
14/02/2006,0.93889,0.93889
15/02/2006,0.67917,0.67917
16/02/2006,0.84167,0.84167
17/02/2006,0.89167,0.89167
18/02/2006,0.53333,0.59699
20/02/2006,0.64583,0.64583
21/02/2006,0.72778,0.85643
22/02/2006,1.13333,1.13333
23/02/2006,1.04167,1.04167
24/02/2006,0.88333,0.88333
25/02/2006,1.1,1.1
26/02/2006,1.04167,1.04167
27/02/2006,0.86111,0.86111
28/02/2006,0.96667,1.01397
01/03/2006,0.77222,0.77222
02/03/2006,0.98333,0.98333
03/03/2006,0.95833,0.95833
04/03/2006,0.69444,0.73529
05/03/2006,0.5625,0.5625
06/03/2006,1.09167,1.09167
07/03/2006,1,1.08696
08/03/2006,0.59,0.59
09/03/2006,0.855,0.855
10/03/2006,0.72778,0.72778
11/03/2006,1,1
12/03/2006,0.56667,0.56667
13/03/2006,1,1
14/03/2006,0.425,0.46237
15/03/2006,0.67778,0.67778
16/03/2006,0.80556,0.80556
17/03/2006,1,1.06803
18/03/2006,0.92778,0.92778
19/03/2006,1.46667,1.46667
20/03/2006,0.90833,0.90833
21/03/2006,1.025,1.025
22/03/2006,1.01667,1.01667
23/03/2006,0.825,0.825
24/03/2006,0.70417,0.70417
25/03/2006,0.86667,0.86667
26/03/2006,1.1,1.1
27/03/2006,1.01667,1.11993
28/03/2006,0.88333,0.90787
29/03/2006,0.77222,0.77222
30/03/2006,0.87778,0.87778
31/03/2006,1.025,1.025
01/04/2006,0.95,1.01266
02/04/2006,0.85,0.85
03/04/2006,0.975,0.975
04/04/2006,0.60833,0.60833
05/04/2006,1.01667,1.01667
06/04/2006,0.65,0.65
07/04/2006,0.7,0.7
08/04/2006,0.69444,0.69444
09/04/2006,0.82222,0.82222
10/04/2006,1.05833,1.05833
11/04/2006,0.94167,0.94167
12/04/2006,1.05,1.05
13/04/2006,0.53667,0.53667
14/04/2006,1.14167,1.14167
15/04/2006,0.48333,0.52675
16/04/2006,0.83333,0.83333
17/04/2006,0.7,0.77961
18/04/2006,0.96667,0.96667
19/04/2006,1.01667,1.01667
20/04/2006,1.025,1.025
21/04/2006,0.91667,0.91667
22/04/2006,0.425,0.425
23/04/2006,0.85,0.85
24/04/2006,0.95,0.95
25/04/2006,1.25,1.25
26/04/2006,1.075,1.075
27/04/2006,1.3,1.3
28/04/2006,0.91667,0.91667
29/04/2006,0.925,0.925
30/04/2006,0.87167,0.87167
01/05/2006,1.50833,1.50833
02/05/2006,1.00833,1.01637
03/05/2006,0.58667,0.58667
04/05/2006,0.875,0.875
05/05/2006,0.98889,0.98889
06/05/2006,0.9,0.9
07/05/2006,0.66667,0.66667
08/05/2006,0.81111,0.81111
09/05/2006,0.925,0.925
10/05/2006,0.9,0.95727
11/05/2006,1.21667,1.21667
12/05/2006,0.76667,0.76667
13/05/2006,0.83889,0.83889
14/05/2006,0.95,1.03977
15/05/2006,0.6625,0.6625
16/05/2006,1.175,1.175
17/05/2006,0.48056,0.48056
18/05/2006,0.79444,0.79444
19/05/2006,1.10833,1.10833
21/05/2006,0.81667,0.81667
22/05/2006,1.03333,1.03333
23/05/2006,0.65417,0.65953
24/05/2006,0.68667,0.68667
25/05/2006,1.025,1.025
26/05/2006,0.75833,0.75833
27/05/2006,0.725,0.725
28/05/2006,0.69583,0.69583
29/05/2006,0.49,0.49
30/05/2006,1.2,1.2
31/05/2006,0.94167,0.94167
01/06/2006,1.24167,1.24167
02/06/2006,1.33333,1.33333
03/06/2006,0.79167,0.79167
04/06/2006,0.83333,0.83333
05/06/2006,0.94167,1.05667
06/06/2006,0.82778,0.82778
07/06/2006,0.94167,0.94167
08/06/2006,1.1,1.1
09/06/2006,1.35833,1.44534
10/06/2006,0.74167,0.85
11/06/2006,0.91667,0.91667
12/06/2006,0.99167,1.06917
13/06/2006,0.96667,0.97397
14/06/2006,0.60333,0.60333
15/06/2006,0.77778,0.77778
16/06/2006,0.6375,0.74167
17/06/2006,0.9,0.9
18/06/2006,1.18333,1.18333
19/06/2006,1.05833,1.05833
20/06/2006,0.93333,0.93333
21/06/2006,0.66667,0.66667
22/06/2006,1.05,1.05
23/06/2006,0.84444,0.90055
24/06/2006,0.88889,0.88889
25/06/2006,1.275,1.33596
26/06/2006,1.06667,1.07673
27/06/2006,1.06667,1.16868
28/06/2006,1.18333,1.35102
29/06/2006,0.6,0.67428
30/06/2006,0.825,0.89008
01/07/2006,0.91667,1.08523
02/07/2006,0.70833,0.79
03/07/2006,1.025,1.10038
04/07/2006,1.2,1.2
05/07/2006,1.31667,1.31667
06/07/2006,0.99167,1.07314
07/07/2006,0.95833,1.01315
08/07/2006,0.78333,0.82401
09/07/2006,0.93333,0.94145
10/07/2006,0.53333,0.585
11/07/2006,0.67083,0.67083
12/07/2006,0.68333,0.99958
13/07/2006,0.725,1.51116
14/07/2006,0.48333,1.20145
15/07/2006,0.68333,1.62051
16/07/2006,0.39167,1.34167
17/07/2006,0.40833,1.34923
18/07/2006,0.36667,1.50007
19/07/2006,0.41667,1.66709
20/07/2006,0.625,1.65163
21/07/2006,0.675,1.55152
22/07/2006,0.54444,1.21447
23/07/2006,0.70833,1.44988
24/07/2006,0.68333,1.46248
25/07/2006,0.65833,1.51246
26/07/2006,0.70833,1.58051
27/07/2006,0.55833,0.90162
28/07/2006,0.61111,0.96778
29/07/2006,0.78333,1.57803
30/07/2006,0.6,1.56088
31/07/2006,0.69167,1.26167
01/08/2006,0.77222,0.82605
02/08/2006,0.59583,0.76162
03/08/2006,0.6625,0.87243
04/08/2006,0.67778,1.03828
05/08/2006,0.90833,1.64312
06/08/2006,0.76667,1.30101
07/08/2006,0.95833,1.38813
08/08/2006,0.94167,1.07313
09/08/2006,0.71667,0.87172
10/08/2006,1.18889,1.21947
11/08/2006,1.06667,1.26408
12/08/2006,1.1,1.44521
13/08/2006,0.73889,1.05376
14/08/2006,0.81667,1.30725
15/08/2006,0.53667,0.73375
16/08/2006,0.84167,0.90357
17/08/2006,1.19167,1.26742
18/08/2006,1.05,1.13026
19/08/2006,0.8,1.15951
20/08/2006,0.87222,1.06831
21/08/2006,0.95833,1.08771
22/08/2006,0.65556,0.82222
23/08/2006,0.76111,0.83184
24/08/2006,0.95,0.96533
25/08/2006,0.93333,0.99108
26/08/2006,0.6875,0.74289
27/08/2006,1.43333,1.56589
28/08/2006,1.25833,1.25833
29/08/2006,1.35,1.35
30/08/2006,1.08333,1.08333
31/08/2006,1.08333,1.08333
01/09/2006,1.20833,1.20833
02/09/2006,0.45,0.52778
04/09/2006,0.68333,0.73155
05/09/2006,1.1,1.28686
06/09/2006,1.24167,1.63495
07/09/2006,0.75417,0.82056
08/09/2006,0.80556,0.80556
10/09/2006,0.95,1.51701
11/09/2006,1.51667,1.51667
12/09/2006,0.81667,0.81667
13/09/2006,0.91667,0.91667
14/09/2006,1.05833,1.05833
15/09/2006,0.90833,0.90833
17/09/2006,0.67778,0.77821
18/09/2006,0.825,0.93011
19/09/2006,0.54667,0.54667
20/09/2006,0.65833,0.65833
21/09/2006,0.87222,0.87222
22/09/2006,0.89167,0.89167
23/09/2006,0.81667,0.81667
24/09/2006,0.95833,0.95833
25/09/2006,0.73889,0.73889
26/09/2006,1.11667,1.11667
27/09/2006,0.88333,0.88333
28/09/2006,0.72083,0.72083
29/09/2006,1.04167,1.04167
01/10/2006,1,1.05939
02/10/2006,1.25,1.25
03/10/2006,1.19167,1.19167
04/10/2006,1.29167,1.29167
05/10/2006,1.20833,1.20833
06/10/2006,1.05833,1.14269
07/10/2006,0.83333,0.83333
08/10/2006,0.81667,0.81667
09/10/2006,1.41667,1.41667
10/10/2006,1.125,1.125
11/10/2006,1.21667,1.21667
12/10/2006,0.83889,0.83889
13/10/2006,0.64583,0.64583
14/10/2006,0.73333,0.73333
15/10/2006,0.94167,0.94167
16/10/2006,0.67667,0.67667
17/10/2006,0.75833,0.75833
18/10/2006,0.95556,0.95556
19/10/2006,0.79444,0.79444
20/10/2006,1.225,1.24292
22/10/2006,2.55833,2.55833
23/10/2006,0.81667,0.81667
24/10/2006,0.97222,0.97222
25/10/2006,1.24167,1.24167
26/10/2006,0.67917,0.67917
27/10/2006,1.11667,1.11667
28/10/2006,0.81667,0.81667
29/10/2006,1.11667,1.11667
30/10/2006,1.15833,1.15833
31/10/2006,0.91111,0.91111
01/11/2006,1.07222,1.07222
02/11/2006,1.2,1.2
03/11/2006,0.86111,0.88675
05/11/2006,1.25,1.25
06/11/2006,0.71,0.71
07/11/2006,1.54167,1.54167
08/11/2006,1.41667,1.54766
09/11/2006,1.23333,1.23333
10/11/2006,0.6,0.6
11/11/2006,1.28333,1.463
13/11/2006,0.85556,0.85556
14/11/2006,0.83889,0.83889
15/11/2006,1.01667,1.01667
16/11/2006,1.2,1.2
17/11/2006,0.95833,0.95833
18/11/2006,1.13333,1.13333
19/11/2006,0.95,1.05245
20/11/2006,0.96667,1.04512
21/11/2006,0.93333,0.93333
22/11/2006,0.95,0.95
23/11/2006,0.83889,0.84475
24/11/2006,1.13333,1.13333
25/11/2006,1.00833,1.09083
26/11/2006,0.93333,1.16311
27/11/2006,0.95556,0.96914
28/11/2006,1.30833,1.30833
29/11/2006,1.53333,1.53333
30/11/2006,0.85833,0.85833
01/12/2006,1.09167,1.09167
02/12/2006,1.1,1.1
03/12/2006,0.93889,0.93889
04/12/2006,1.08333,1.08333
05/12/2006,0.93333,1.00333
06/12/2006,0.72778,1.17244
07/12/2006,1.43333,1.52689
08/12/2006,1.00833,1.00833
09/12/2006,0.8,0.8068
10/12/2006,1.10833,1.20708
11/12/2006,0.81667,0.95147
12/12/2006,1.075,1.075
13/12/2006,0.93333,0.93333
14/12/2006,1.075,1.075
15/12/2006,0.86667,0.86667
16/12/2006,0.53,0.55854
17/12/2006,1.01667,1.07835
18/12/2006,0.57222,0.57222
19/12/2006,0.86667,0.86667
20/12/2006,1.16667,1.16667
21/12/2006,1.11667,1.11667
22/12/2006,1.05,1.05
23/12/2006,0.73889,0.75712
24/12/2006,0.93333,0.96852
25/12/2006,1.25,1.74051
26/12/2006,0.88889,0.88889
27/12/2006,1.60833,1.60833
28/12/2006,1.225,1.225
29/12/2006,0.97222,0.97222
31/12/2006,0.89167,0.89167
01/01/2007,1.36667,1.36667
02/01/2007,1.03333,1.03333
03/01/2007,0.98333,0.98333
04/01/2007,1.15833,1.17375
05/01/2007,1.10833,1.10833
06/01/2007,1.25,1.25
07/01/2007,1.20833,1.20833
08/01/2007,0.75,0.75
09/01/2007,1.08333,1.2492
10/01/2007,1.05,1.14744
11/01/2007,1.48333,1.48333
12/01/2007,0.87778,0.87778
13/01/2007,0.6875,0.71615
14/01/2007,1.025,1.08903
15/01/2007,0.66667,0.66667
16/01/2007,0.975,0.975
17/01/2007,0.75556,0.75556
18/01/2007,0.91667,0.91667
19/01/2007,1.09167,1.09167
20/01/2007,1.06667,1.06667
21/01/2007,1.1,1.16158
22/01/2007,0.80556,0.80556
23/01/2007,0.82778,0.82778
24/01/2007,1.025,1.025
25/01/2007,0.50278,0.50278
26/01/2007,1.23333,1.24333
27/01/2007,0.91667,0.91667
29/01/2007,0.75556,0.75556
30/01/2007,0.81111,0.81111
31/01/2007,0.67222,0.72438
01/02/2007,1.1,1.1
02/02/2007,1.19167,1.19167
03/02/2007,1.03333,1.0474
04/02/2007,0.83333,0.97368
05/02/2007,1,1
06/02/2007,1.03333,1.03333
07/02/2007,1.1,1.1
08/02/2007,0.87222,0.88048
09/02/2007,1.10833,1.15776
10/02/2007,0.98333,0.98333
11/02/2007,1.28333,1.28333
12/02/2007,1.2,1.2
13/02/2007,1,1
14/02/2007,0.82917,0.82917
15/02/2007,0.95556,0.95556
16/02/2007,1.275,1.275
17/02/2007,1.19167,1.19167
18/02/2007,0.59583,0.60015
19/02/2007,1.03333,1.03333
20/02/2007,0.925,0.925
21/02/2007,1.15833,1.15833
22/02/2007,0.47857,0.51429
23/02/2007,0.81667,0.81667
24/02/2007,1.08333,1.08333
25/02/2007,0.94167,0.94167
26/02/2007,1.09167,1.09167
27/02/2007,1.06667,1.06667
28/02/2007,1.06667,1.06667
01/03/2007,0.90833,0.90833
02/03/2007,0.92083,0.92083
03/03/2007,0.795,0.795
04/03/2007,0.70833,0.70833
05/03/2007,0.93889,0.93889
06/03/2007,1.13333,1.13333
07/03/2007,0.88889,0.88889
08/03/2007,1.26667,1.26667
09/03/2007,0.98333,0.98333
10/03/2007,0.83333,0.83333
11/03/2007,0.96667,0.96667
12/03/2007,0.72083,0.72083
13/03/2007,0.83889,0.83889
14/03/2007,0.6625,0.6625
15/03/2007,0.86111,0.86111
16/03/2007,0.63333,0.63333
17/03/2007,0.71667,0.71913
18/03/2007,0.68333,0.68333
19/03/2007,0.9,0.95652
20/03/2007,1.2,1.2
21/03/2007,0.56667,0.56667
22/03/2007,1.45833,1.45833
23/03/2007,0.73333,0.73333
24/03/2007,0.95833,0.9683
25/03/2007,0.68333,0.7
26/03/2007,0.85,0.85
27/03/2007,0.62917,0.62917
28/03/2007,0.64333,0.64333
29/03/2007,0.57917,0.57917
30/03/2007,0.925,0.925
31/03/2007,0.925,0.93412
02/04/2007,1.05833,1.05833
03/04/2007,0.93333,0.93333
04/04/2007,0.84444,0.84444
05/04/2007,0.86667,0.86667
06/04/2007,1,1
07/04/2007,0.925,0.925
08/04/2007,0.50556,0.50556
09/04/2007,1.2,1.2
10/04/2007,0.99167,0.99167
