date,avg_uncorrected_pressure,total_daily_conflict_duration,conflict_dummy,avg_corrected_pressure
2004-06-22,1.11667,0.0,0,1.11667
2004-06-23,0.90833,0.0,0,0.90833
2004-06-24,0.90833,0.0,0,0.90833
2004-06-25,0.93889,0.0,0,0.93889
2004-06-26,1.36667,40.0,1,1.39057
2004-06-27,1.41667,150.0,1,1.63574
2004-06-28,0.72333,0.0,0,0.72333
2004-06-29,0.97778,0.0,0,0.97778
2004-06-30,1.06667,460.0,1,1.35274
2004-07-01,1.35833,0.0,0,1.35833
2004-07-02,0.76667,0.0,0,0.76667
2004-07-03,0.90556,0.0,0,0.90556
2004-07-04,0.66667,0.0,0,0.66667
2004-07-05,0.62667,0.0,0,0.62667
2004-07-06,1.325,0.0,0,1.325
2004-07-07,1.01667,0.0,0,1.01667
2004-07-08,0.79444,140.0,1,0.84657
2004-07-09,0.71667,160.0,1,0.77431
2004-07-10,1.06667,140.0,1,1.13763
2004-07-12,1.4,0.0,0,1.4
2004-07-13,0.56667,160.0,1,0.60267
2004-07-14,0.71667,0.0,0,0.71667
2004-07-15,0.91667,0.0,0,0.91667
2004-07-16,1.31667,0.0,0,1.31667
2004-07-17,0.68333,130.0,1,0.7375
2004-07-18,0.83333,270.0,1,0.94232
2004-07-19,0.67083,120.0,1,0.72083
2004-07-20,0.86111,0.0,0,0.86111
2004-07-21,0.96667,0.0,0,0.96667
2004-07-22,1.5,200.0,1,1.63799
2004-07-23,0.61944,0.0,0,0.61944
2004-07-24,1.07222,0.0,0,1.07222
2004-07-25,1.06111,120.0,1,1.1106
2004-07-26,1.66667,0.0,0,1.66667
2004-07-27,0.81667,40.0,1,0.83154
2004-07-28,1.18333,0.0,0,1.18333
2004-07-29,1.08333,0.0,0,1.08333
2004-07-30,0.56333,590.0,1,0.75956
2004-07-31,1.15,0.0,0,1.15
2004-08-01,0.64167,0.0,0,0.64167
2004-08-02,0.95556,0.0,0,0.95556
2004-08-03,0.72778,0.0,0,0.72778
2004-08-04,0.89444,0.0,0,0.89444
2004-08-05,0.925,0.0,0,0.925
2004-08-06,1.06667,0.0,0,1.06667
2004-08-07,0.74444,0.0,0,0.74444
2004-08-08,1.1,0.0,0,1.1
2004-08-09,1.0,0.0,0,1.0
2004-08-10,0.65833,190.0,1,0.72006
2004-08-11,1.00833,0.0,0,1.00833
2004-08-12,0.95,0.0,0,0.95
2004-08-13,1.02778,0.0,0,1.02778
2004-08-14,1.025,170.0,1,1.15901
2004-08-15,0.89583,0.0,0,0.89583
2004-08-16,0.79167,0.0,0,0.79167
2004-08-17,0.92778,140.0,1,1.00312
2004-08-18,1.075,0.0,0,1.075
2004-08-19,1.30833,0.0,0,1.30833
2004-08-20,1.11667,20.0,1,1.12708
2004-08-21,0.94444,140.0,1,0.99915
2004-08-22,1.08333,0.0,0,1.08333
2004-08-23,0.80556,0.0,0,0.80556
2004-08-24,0.93333,0.0,0,0.93333
2004-08-25,0.99167,100.0,1,1.04102
2004-08-26,1.06667,0.0,0,1.06667
2004-08-27,1.05,30.0,1,1.06308
2004-08-28,0.95833,510.0,1,1.24458
2004-08-29,1.63333,0.0,0,1.63333
2004-08-30,1.80556,130.0,1,1.86348
2004-08-31,1.28333,370.0,1,1.53554
2004-09-01,1.77778,140.0,1,1.8363
2004-09-02,1.10417,520.0,1,1.28606
2004-09-03,0.86111,460.0,1,1.0963
2004-09-04,0.98333,490.0,1,1.67167
2004-09-06,0.725,20.0,1,0.73197
2004-09-07,0.77778,0.0,0,0.77778
2004-09-08,0.80417,0.0,0,0.80417
2004-09-09,0.55,0.0,0,0.55
2004-09-10,1.05556,0.0,0,1.05556
2004-09-12,0.93333,140.0,1,0.99095
2004-09-13,0.90833,0.0,0,0.90833
2004-09-14,0.92222,0.0,0,0.92222
2004-09-15,1.14167,0.0,0,1.14167
2004-09-16,1.35833,0.0,0,1.35833
2004-09-17,1.13333,0.0,0,1.13333
2004-09-18,1.28333,0.0,0,1.28333
2004-09-19,1.2,0.0,0,1.2
2004-09-20,0.9,220.0,1,1.02292
2004-09-21,0.92778,200.0,1,1.03889
2004-09-22,1.00556,60.0,1,1.03228
2004-09-23,1.25833,0.0,0,1.25833
2004-09-24,1.1,210.0,1,1.21543
2004-09-26,1.28333,20.0,1,1.29503
2004-09-27,1.14167,0.0,0,1.14167
2004-09-28,0.66667,0.0,0,0.66667
2004-09-29,0.7375,0.0,0,0.7375
2004-09-30,1.175,40.0,1,1.19628
2004-10-01,1.29167,0.0,0,1.29167
2004-10-03,1.16667,30.0,1,1.1828
2004-10-04,0.71667,0.0,0,0.71667
2004-10-05,0.89444,20.0,1,0.90064
2004-10-06,0.88333,20.0,1,0.88941
2004-10-07,0.84444,210.0,1,0.92969
2004-10-08,0.68,250.0,1,0.76333
2004-10-10,0.60833,390.0,1,0.92167
2004-10-11,0.89167,0.0,0,0.89167
2004-10-12,0.85,310.0,1,0.98704
2004-10-13,1.13333,0.0,0,1.13333
2004-10-14,1.3,0.0,0,1.3
2004-10-15,1.15,0.0,0,1.15
2004-10-16,1.16667,0.0,0,1.16667
2004-10-17,1.05,0.0,0,1.05
2004-10-18,0.7,0.0,0,0.7
2004-10-19,1.35833,0.0,0,1.35833
2004-10-20,1.30833,0.0,0,1.30833
2004-10-21,1.04444,0.0,0,1.04444
2004-10-22,1.30833,0.0,0,1.30833
2004-10-24,1.43333,0.0,0,1.43333
2004-10-25,1.175,0.0,0,1.175
2004-10-26,0.91667,40.0,1,0.93224
2004-10-27,1.45833,0.0,0,1.45833
2004-10-28,1.475,130.0,1,1.56579
2004-10-29,1.09444,0.0,0,1.09444
2004-10-30,1.38333,0.0,0,1.38333
2004-10-31,1.51667,0.0,0,1.51667
2004-11-01,1.51667,20.0,1,1.52984
2004-11-02,0.61944,0.0,0,0.61944
2004-11-03,1.6,0.0,0,1.6
2004-11-04,0.68889,280.0,1,0.79194
2004-11-05,0.72778,200.0,1,0.79685
2004-11-06,0.75,490.0,1,1.28261
2004-11-07,0.73333,0.0,0,0.73333
2004-11-08,1.20833,0.0,0,1.20833
2004-11-09,0.75417,0.0,0,0.75417
2004-11-10,1.11667,200.0,1,1.22381
2004-11-11,0.71667,860.0,1,1.14377
2004-11-12,0.8,490.0,1,1.07222
2004-11-14,0.56667,240.0,1,0.63115
2004-11-15,0.87778,300.0,1,1.03687
2004-11-16,1.275,0.0,0,1.275
2004-11-17,0.79444,240.0,1,0.92275
2004-11-18,1.03333,0.0,0,1.03333
2004-11-19,0.98333,0.0,0,0.98333
2004-11-20,0.85833,0.0,0,0.85833
2004-11-21,0.94167,320.0,1,1.09528
2004-11-22,0.93333,0.0,0,0.93333
2004-11-23,0.57333,0.0,0,0.57333
2004-11-24,0.99167,0.0,0,0.99167
2004-11-25,0.93889,20.0,1,0.94974
2004-11-26,1.13333,0.0,0,1.13333
2004-11-27,0.49583,0.0,0,0.49583
2004-11-28,0.64167,0.0,0,0.64167
2004-11-29,0.40208,230.0,1,0.45
2004-11-30,0.48,0.0,0,0.48
2004-12-01,0.82778,0.0,0,0.82778
2004-12-02,0.77917,0.0,0,0.77917
2004-12-03,1.13333,0.0,0,1.13333
2004-12-04,0.71667,0.0,0,0.71667
2004-12-05,0.84167,0.0,0,0.84167
2004-12-06,0.63889,0.0,0,0.63889
2004-12-07,0.9,0.0,0,0.9
2004-12-08,1.1,0.0,0,1.1
2004-12-09,0.5875,0.0,0,0.5875
2004-12-10,0.61,0.0,0,0.61
2004-12-11,1.13333,130.0,1,1.21746
2004-12-12,0.975,140.0,1,1.02919
2004-12-13,1.075,100.0,1,1.12939
2004-12-14,1.05833,0.0,0,1.05833
2004-12-15,0.975,0.0,0,0.975
2004-12-16,0.825,0.0,0,0.825
2004-12-17,1.13333,0.0,0,1.13333
2004-12-18,0.88333,0.0,0,0.88333
2004-12-19,1.14167,0.0,0,1.14167
2004-12-20,0.93889,0.0,0,0.93889
2004-12-21,1.07222,0.0,0,1.07222
2004-12-22,1.02778,0.0,0,1.02778
2004-12-23,1.10833,0.0,0,1.10833
2004-12-24,1.225,0.0,0,1.225
2004-12-25,0.69167,0.0,0,0.69167
2004-12-26,0.99444,0.0,0,0.99444
2004-12-27,1.4,0.0,0,1.4
2004-12-28,1.53333,0.0,0,1.53333
2004-12-29,1.48333,0.0,0,1.48333
2004-12-30,1.61667,0.0,0,1.61667
2004-12-31,0.9375,0.0,0,0.9375
2005-01-01,0.49167,0.0,0,0.49167
2005-01-02,1.43333,0.0,0,1.43333
2005-01-03,1.13889,0.0,0,1.13889
2005-01-04,1.46667,110.0,1,1.5456
2005-01-05,0.73,0.0,0,0.73
2005-01-06,1.125,0.0,0,1.125
2005-01-07,1.23333,120.0,1,1.30858
2005-01-08,0.875,150.0,1,1.0
2005-01-09,0.7,560.0,1,0.91034
2005-01-10,1.20833,140.0,1,1.27856
2005-01-11,0.8,0.0,0,0.8
2005-01-12,0.62917,0.0,0,0.62917
2005-01-13,0.78889,20.0,1,0.79371
2005-01-14,0.69583,0.0,0,0.69583
2005-01-15,1.01667,140.0,1,1.08529
2005-01-16,0.75833,0.0,0,0.75833
2005-01-17,0.86667,0.0,0,0.86667
2005-01-18,0.48889,0.0,0,0.48889
2005-01-19,1.09167,0.0,0,1.09167
2005-01-20,1.625,0.0,0,1.625
2005-01-21,0.87222,140.0,1,0.94378
2005-01-22,1.36667,20.0,1,1.37881
2005-01-23,1.36667,0.0,0,1.36667
2005-01-24,0.89444,0.0,0,0.89444
2005-01-25,0.85556,0.0,0,0.85556
2005-01-26,1.33333,0.0,0,1.33333
2005-01-27,0.86667,0.0,0,0.86667
2005-01-28,1.60833,0.0,0,1.60833
2005-01-29,1.25833,160.0,1,1.3589
2005-01-30,1.58333,0.0,0,1.58333
2005-01-31,1.44167,0.0,0,1.44167
2005-02-01,0.78333,0.0,0,0.78333
2005-02-02,1.35833,20.0,1,1.37038
2005-02-03,1.23333,0.0,0,1.23333
2005-02-04,0.90833,0.0,0,0.90833
2005-02-05,0.56,0.0,0,0.56
2005-02-06,0.68889,400.0,1,0.81277
2005-02-07,0.80556,250.0,1,0.92494
2005-02-08,0.8,630.0,1,1.05721
2005-02-09,0.74583,290.0,1,0.85664
2005-02-10,0.77778,20.0,1,0.78557
2005-02-11,1.03333,0.0,0,1.03333
2005-02-12,0.96667,0.0,0,0.96667
2005-02-13,1.03333,0.0,0,1.03333
2005-02-14,1.05833,130.0,1,1.132
2005-02-15,0.81667,160.0,1,0.87715
2005-02-16,0.96667,250.0,1,1.119
2005-02-17,1.1,0.0,0,1.1
2005-02-18,0.66667,0.0,0,0.66667
2005-02-19,0.85,0.0,0,0.85
2005-02-20,0.83333,140.0,1,0.87629
2005-02-21,0.77778,300.0,1,0.89462
2005-02-22,0.84167,0.0,0,0.84167
2005-02-23,0.75833,0.0,0,0.75833
2005-02-24,0.96667,270.0,1,1.11399
2005-02-25,1.1,140.0,1,1.17266
2005-02-26,1.05,130.0,1,1.17877
2005-02-27,0.89167,0.0,0,0.89167
2005-02-28,0.95833,140.0,1,1.02217
2005-03-01,0.64,250.0,1,0.72213
2005-03-02,0.575,0.0,0,0.575
2005-03-03,0.80556,0.0,0,0.80556
2005-03-04,1.15,0.0,0,1.15
2005-03-05,1.0,0.0,0,1.0
2005-03-06,0.72222,120.0,1,0.76207
2005-03-07,0.70556,0.0,0,0.70556
2005-03-08,0.88333,160.0,1,0.9493
2005-03-09,0.425,0.0,0,0.425
2005-03-10,0.75833,0.0,0,0.75833
2005-03-11,1.125,120.0,1,1.18714
2005-03-12,0.91667,0.0,0,0.91667
2005-03-13,0.70556,140.0,1,0.74912
2005-03-14,0.89167,40.0,1,0.90665
2005-03-15,0.73333,20.0,1,0.73795
2005-03-16,0.83333,0.0,0,0.83333
2005-03-17,1.15,150.0,1,1.23984
2005-03-18,0.84167,0.0,0,0.84167
2005-03-19,0.95556,0.0,0,0.95556
2005-03-20,1.06667,0.0,0,1.06667
2005-03-21,1.375,0.0,0,1.375
2005-03-22,0.90556,0.0,0,0.90556
2005-03-23,0.78333,0.0,0,0.78333
2005-03-24,1.11667,0.0,0,1.11667
2005-03-25,0.83889,170.0,1,0.90397
2005-03-26,0.89444,0.0,0,0.89444
2005-03-27,1.08333,220.0,1,1.19984
2005-03-28,0.95,0.0,0,0.95
2005-03-29,0.60833,0.0,0,0.60833
2005-03-30,0.66667,0.0,0,0.66667
2005-03-31,1.25833,0.0,0,1.25833
2005-04-01,1.71667,0.0,0,1.71667
2005-04-02,0.925,0.0,0,0.925
2005-04-03,1.26667,0.0,0,1.26667
2005-04-04,1.51667,0.0,0,1.51667
2005-04-05,0.62,0.0,0,0.62
2005-04-06,1.18333,0.0,0,1.18333
2005-04-07,1.24167,0.0,0,1.24167
2005-04-08,0.85,540.0,1,1.095
2005-04-09,0.83333,50.0,1,0.8525
2005-04-10,0.81667,300.0,1,0.87921
2005-04-11,0.57333,440.0,1,0.71109
2005-04-12,0.78333,200.0,1,0.8578
2005-04-13,0.7,0.0,0,0.7
2005-04-14,0.60417,0.0,0,0.60417
2005-04-15,0.94167,0.0,0,0.94167
2005-04-16,0.86111,0.0,0,0.86111
2005-04-17,0.98333,0.0,0,0.98333
2005-04-18,0.98333,0.0,0,0.98333
2005-04-19,1.675,0.0,0,1.675
2005-04-20,0.57778,0.0,0,0.57778
2005-04-21,1.01667,0.0,0,1.01667
2005-04-22,0.72083,0.0,0,0.72083
2005-04-23,0.88889,150.0,1,0.95139
2005-04-24,0.925,0.0,0,0.925
2005-04-25,0.74444,0.0,0,0.74444
2005-04-26,0.94167,0.0,0,0.94167
2005-04-27,0.54444,150.0,1,0.58451
2005-04-28,0.64583,0.0,0,0.64583
2005-04-29,0.95,0.0,0,0.95
2005-04-30,1.20833,0.0,0,1.20833
2005-05-01,0.98333,280.0,1,1.1
2005-05-02,1.15,0.0,0,1.15
2005-05-03,0.9,0.0,0,0.9
2005-05-04,1.175,10.0,1,1.17957
2005-05-05,1.00833,0.0,0,1.00833
2005-05-06,0.88333,0.0,0,0.88333
2005-05-07,1.35,0.0,0,1.35
2005-05-08,1.18333,0.0,0,1.18333
2005-05-09,0.95833,0.0,0,0.95833
2005-05-10,0.94167,290.0,1,1.08773
2005-05-11,1.18333,0.0,0,1.18333
2005-05-12,0.85,140.0,1,0.90605
2005-05-13,1.45833,130.0,1,1.52985
2005-05-14,1.04167,0.0,0,1.04167
2005-05-15,0.90833,0.0,0,0.90833
2005-05-16,0.88333,350.0,1,1.06157
2005-05-17,1.00833,150.0,1,1.08763
2005-05-18,1.01667,0.0,0,1.01667
2005-05-19,1.09167,0.0,0,1.09167
2005-05-20,1.125,0.0,0,1.125
2005-05-21,0.98333,0.0,0,0.98333
2005-05-22,0.39333,320.0,1,0.46866
2005-05-23,0.83333,540.0,1,1.09024
2005-05-24,1.20833,0.0,0,1.20833
2005-05-25,0.93333,0.0,0,0.93333
2005-05-26,1.06667,270.0,1,1.21408
2005-05-27,1.0,0.0,0,1.0
2005-05-28,0.81667,0.0,0,0.81667
2005-05-29,1.1,0.0,0,1.1
2005-05-30,0.94167,0.0,0,0.94167
2005-05-31,1.36667,0.0,0,1.36667
2005-06-01,1.1,0.0,0,1.1
2005-06-02,1.00833,0.0,0,1.00833
2005-06-03,0.69444,0.0,0,0.69444
2005-06-04,0.91667,0.0,0,0.91667
2005-06-05,0.47222,0.0,0,0.47222
2005-06-06,1.21667,0.0,0,1.21667
2005-06-07,0.925,0.0,0,0.925
2005-06-08,0.77222,0.0,0,0.77222
2005-06-09,1.1,20.0,1,1.10915
2005-06-10,0.95833,0.0,0,0.95833
2005-06-11,0.98333,0.0,0,0.98333
2005-06-12,0.94167,0.0,0,0.94167
2005-06-13,1.30833,0.0,0,1.30833
2005-06-14,0.83333,0.0,0,0.83333
2005-06-15,0.98333,0.0,0,0.98333
2005-06-16,0.94167,0.0,0,0.94167
2005-06-17,0.65,0.0,0,0.65
2005-06-18,1.08333,0.0,0,1.08333
2005-06-19,0.71667,470.0,1,1.23487
2005-06-20,1.11667,0.0,0,1.11667
2005-06-21,0.98333,0.0,0,0.98333
2005-06-22,1.04167,170.0,1,1.12466
2005-06-23,0.88333,0.0,0,0.88333
2005-06-24,1.20833,0.0,0,1.20833
2005-06-25,1.075,150.0,1,1.1551
2005-06-26,1.11667,120.0,1,1.17762
2005-06-27,1.075,160.0,1,1.16179
2005-06-28,1.09167,140.0,1,1.17234
2005-06-29,0.84167,0.0,0,0.84167
2005-06-30,0.975,0.0,0,0.975
2005-07-01,1.56667,0.0,0,1.56667
2005-07-02,1.25833,0.0,0,1.25833
2005-07-03,0.95833,0.0,0,0.95833
2005-07-04,0.93333,0.0,0,0.93333
2005-07-05,0.98333,0.0,0,0.98333
2005-07-06,0.95,0.0,0,0.95
2005-07-07,1.2,0.0,0,1.2
2005-07-08,1.55833,140.0,1,1.66356
2005-07-09,1.30833,0.0,0,1.30833
2005-07-10,1.36667,0.0,0,1.36667
2005-07-11,1.075,0.0,0,1.075
2005-07-12,0.93333,20.0,1,0.94444
2005-07-13,0.85,0.0,0,0.85
2005-07-14,1.0,390.0,1,1.22313
2005-07-15,0.95833,30.0,1,0.96865
2005-07-16,0.79583,0.0,0,0.79583
2005-07-17,1.04167,180.0,1,1.13699
2005-07-18,0.975,160.0,1,1.05076
2005-07-19,1.24167,0.0,0,1.24167
2005-07-20,1.225,0.0,0,1.225
2005-07-21,1.2,0.0,0,1.2
2005-07-22,0.60417,500.0,1,0.77083
2005-07-23,1.18333,140.0,1,1.34263
2005-07-24,0.73889,130.0,1,0.77288
2005-07-25,1.15,0.0,0,1.15
2005-07-26,1.06667,0.0,0,1.06667
2005-07-27,0.67083,0.0,0,0.67083
2005-07-28,1.075,0.0,0,1.075
2005-07-29,0.82778,0.0,0,0.82778
2005-07-30,0.90833,0.0,0,0.90833
2005-07-31,1.03333,0.0,0,1.03333
2005-08-01,0.65,0.0,0,0.65
2005-08-02,1.04167,0.0,0,1.04167
2005-08-03,0.91667,0.0,0,0.91667
2005-08-04,0.73889,120.0,1,0.78122
2005-08-05,0.78889,0.0,0,0.78889
2005-08-06,1.05,0.0,0,1.05
2005-08-07,0.86667,0.0,0,0.86667
2005-08-08,1.63333,0.0,0,1.63333
2005-08-09,1.0,0.0,0,1.0
2005-08-10,1.1,160.0,1,1.17138
2005-08-11,1.075,0.0,0,1.075
2005-08-12,0.975,140.0,1,1.0402
2005-08-13,0.88333,270.0,1,1.17778
2005-08-14,0.775,940.0,1,1.30545
2005-08-15,0.89167,410.0,1,1.08028
2005-08-16,0.575,430.0,1,0.72361
2005-08-17,0.66667,590.0,1,0.88797
2005-08-18,0.67222,570.0,1,0.91444
2005-08-19,1.04167,50.0,1,1.0652
2005-08-20,0.625,420.0,1,0.75006
2005-08-21,0.96667,480.0,1,1.23045
2005-08-22,0.85556,20.0,1,0.86667
2005-08-23,0.64444,130.0,1,0.71667
2005-08-24,0.92778,0.0,0,0.92778
2005-08-25,1.01667,0.0,0,1.01667
2005-08-26,1.075,0.0,0,1.075
2005-08-27,0.75,130.0,1,0.84067
2005-08-28,0.95833,0.0,0,0.95833
2005-08-29,1.64167,140.0,1,1.74753
2005-08-30,1.18889,0.0,0,1.18889
2005-08-31,1.74167,0.0,0,1.74167
2005-09-01,1.76667,0.0,0,1.76667
2005-09-02,1.66667,0.0,0,1.66667
2005-09-03,1.55,0.0,0,1.55
2005-09-04,1.6,0.0,0,1.6
2005-09-05,1.43333,0.0,0,1.43333
2005-09-06,1.55,0.0,0,1.55
2005-09-07,1.04444,0.0,0,1.04444
2005-09-08,1.11667,0.0,0,1.11667
2005-09-09,1.59167,0.0,0,1.59167
2005-09-10,1.0,0.0,0,1.0
2005-09-11,1.16667,0.0,0,1.16667
2005-09-12,1.275,120.0,1,1.35711
2005-09-13,1.44167,0.0,0,1.44167
2005-09-14,0.95833,0.0,0,0.95833
2005-09-15,1.06667,0.0,0,1.06667
2005-09-16,1.53333,0.0,0,1.53333
2005-09-18,1.6,0.0,0,1.6
2005-09-19,1.24167,0.0,0,1.24167
2005-09-20,0.85833,0.0,0,0.85833
2005-09-21,1.03889,0.0,0,1.03889
2005-09-22,1.48333,0.0,0,1.48333
2005-09-23,1.12778,10.0,1,1.13266
2005-09-25,0.74167,0.0,0,0.74167
2005-09-26,1.175,130.0,1,1.25718
2005-09-27,0.82222,0.0,0,0.82222
2005-09-28,0.71667,0.0,0,0.71667
2005-09-29,0.91667,0.0,0,0.91667
2005-09-30,0.85,0.0,0,0.85
2005-10-01,0.76667,0.0,0,0.76667
2005-10-02,0.88333,0.0,0,0.88333
2005-10-03,1.24167,0.0,0,1.24167
2005-10-04,0.60417,0.0,0,0.60417
2005-10-05,0.89167,0.0,0,0.89167
2005-10-06,0.76667,0.0,0,0.76667
2005-10-07,1.04167,0.0,0,1.04167
2005-10-08,1.08333,0.0,0,1.08333
2005-10-09,0.625,0.0,0,0.625
2005-10-10,0.71333,0.0,0,0.71333
2005-10-11,1.125,0.0,0,1.125
2005-10-12,0.80556,0.0,0,0.80556
2005-10-13,1.01667,0.0,0,1.01667
2005-10-14,0.55833,0.0,0,0.55833
2005-10-16,1.2,0.0,0,1.2
2005-10-17,0.63667,0.0,0,0.63667
2005-10-18,0.55667,0.0,0,0.55667
2005-10-19,1.00833,160.0,1,1.08949
2005-10-20,0.98333,0.0,0,0.98333
2005-10-21,0.74167,0.0,0,0.74167
2005-10-23,1.28333,0.0,0,1.28333
2005-10-24,1.36667,370.0,1,1.63965
2005-10-25,1.19167,0.0,0,1.19167
2005-10-26,0.81111,50.0,1,0.82937
2005-10-27,1.30833,50.0,1,1.34208
2005-10-28,1.51667,0.0,0,1.51667
2005-10-29,0.98333,0.0,0,0.98333
2005-10-30,0.94167,130.0,1,1.00372
2005-10-31,1.33333,0.0,0,1.33333
2005-11-01,0.92222,0.0,0,0.92222
2005-11-02,0.73333,0.0,0,0.73333
2005-11-03,1.08333,0.0,0,1.08333
2005-11-04,0.81111,0.0,0,0.81111
2005-11-06,0.88333,20.0,1,0.89911
2005-11-07,1.03333,70.0,1,1.07517
2005-11-08,0.69444,0.0,0,0.69444
2005-11-09,1.05,0.0,0,1.05
2005-11-10,1.06667,0.0,0,1.06667
2005-11-11,0.96667,0.0,0,0.96667
2005-11-12,0.78333,140.0,1,0.88778
2005-11-14,0.925,0.0,0,0.925
2005-11-15,0.8,0.0,0,0.8
2005-11-16,0.91667,0.0,0,0.91667
2005-11-17,0.73333,0.0,0,0.73333
2005-11-18,0.66667,0.0,0,0.66667
2005-11-20,1.2,0.0,0,1.2
2005-11-21,0.57667,30.0,1,0.5848
2005-11-22,0.93333,0.0,0,0.93333
2005-11-23,1.08333,0.0,0,1.08333
2005-11-24,1.05833,0.0,0,1.05833
2005-11-25,0.95,160.0,1,1.11
2005-11-26,0.85,0.0,0,0.85
2005-11-27,1.16667,0.0,0,1.16667
2005-11-28,0.86667,0.0,0,0.86667
2005-11-29,1.2,110.0,1,1.25994
2005-11-30,1.025,0.0,0,1.025
2005-12-01,0.98333,0.0,0,0.98333
2005-12-02,1.08333,0.0,0,1.08333
2005-12-03,1.03333,0.0,0,1.03333
2005-12-04,0.87778,0.0,0,0.87778
2005-12-05,0.925,60.0,1,0.95087
2005-12-06,0.98333,0.0,0,0.98333
2005-12-07,1.0,0.0,0,1.0
2005-12-08,0.49583,0.0,0,0.49583
2005-12-09,0.78889,0.0,0,0.78889
2005-12-10,0.78333,0.0,0,0.78333
2005-12-11,0.62917,0.0,0,0.62917
2005-12-12,1.40833,0.0,0,1.40833
2005-12-13,0.81667,0.0,0,0.81667
2005-12-14,0.92778,0.0,0,0.92778
2005-12-15,1.16667,0.0,0,1.16667
2005-12-16,1.08333,0.0,0,1.08333
2005-12-17,0.95,140.0,1,1.02778
2005-12-18,0.52222,230.0,1,0.58611
2005-12-19,0.61667,20.0,1,0.62222
2005-12-20,1.03333,90.0,1,1.07154
2005-12-21,0.86667,0.0,0,0.86667
2005-12-22,0.9,0.0,0,0.9
2005-12-23,0.56389,0.0,0,0.56389
2005-12-24,1.025,130.0,1,1.08438
2005-12-25,1.1,330.0,1,1.34155
2005-12-26,0.56667,20.0,1,0.57189
2005-12-27,0.94444,0.0,0,0.94444
2005-12-28,0.74444,0.0,0,0.74444
2005-12-29,0.8,160.0,1,0.86878
2005-12-30,1.08333,120.0,1,1.14293
2005-12-31,1.03333,0.0,0,1.03333
2006-01-01,0.58333,0.0,0,0.58333
2006-01-02,0.80833,0.0,0,0.80833
2006-01-03,1.30833,0.0,0,1.30833
2006-01-04,0.64667,290.0,1,0.74333
2006-01-05,1.1,350.0,1,1.30318
2006-01-06,0.53,370.0,1,0.62045
2006-01-07,1.01667,140.0,1,1.15222
2006-01-08,0.64444,300.0,1,0.73324
2006-01-09,0.42917,50.0,1,0.43852
2006-01-10,0.70833,0.0,0,0.70833
2006-01-11,0.6375,0.0,0,0.6375
2006-01-12,0.62917,0.0,0,0.62917
2006-01-13,0.88333,0.0,0,0.88333
2006-01-14,0.58333,0.0,0,0.58333
2006-01-15,0.79444,30.0,1,0.80474
2006-01-16,0.78889,0.0,0,0.78889
2006-01-17,0.79167,0.0,0,0.79167
2006-01-18,0.76111,0.0,0,0.76111
2006-01-19,0.74,30.0,1,0.74
2006-01-20,0.67083,0.0,0,0.67083
2006-01-21,0.6375,160.0,1,0.66953
2006-01-22,0.63333,120.0,1,0.69567
2006-01-23,1.10833,0.0,0,1.10833
2006-01-24,0.6375,360.0,1,0.75729
2006-01-25,0.70556,360.0,1,0.86078
2006-01-26,0.73333,790.0,1,1.09909
2006-01-27,0.52917,390.0,1,0.56579
2006-01-28,0.60556,410.0,1,0.73918
2006-01-29,0.78333,550.0,1,1.48962
2006-01-30,1.18333,0.0,0,1.18333
2006-01-31,0.71667,0.0,0,0.71667
2006-02-01,0.9,0.0,0,0.9
2006-02-02,0.76667,280.0,1,0.87485
2006-02-03,0.96667,140.0,1,1.04562
2006-02-04,0.87,130.0,1,0.92468
2006-02-05,0.98333,0.0,0,0.98333
2006-02-06,0.76111,0.0,0,0.76111
2006-02-07,0.99167,0.0,0,0.99167
2006-02-08,0.83333,430.0,1,0.98291
2006-02-09,0.86667,0.0,0,0.86667
2006-02-10,1.11667,0.0,0,1.11667
2006-02-11,0.90833,140.0,1,0.99116
2006-02-12,0.89167,0.0,0,0.89167
2006-02-13,0.99444,0.0,0,0.99444
2006-02-14,0.93889,0.0,0,0.93889
2006-02-15,0.67917,0.0,0,0.67917
2006-02-16,0.84167,0.0,0,0.84167
2006-02-17,0.89167,0.0,0,0.89167
2006-02-18,0.53333,130.0,1,0.59699
2006-02-20,0.64583,0.0,0,0.64583
2006-02-21,0.72778,240.0,1,0.85643
2006-02-22,1.13333,0.0,0,1.13333
2006-02-23,1.04167,0.0,0,1.04167
2006-02-24,0.88333,0.0,0,0.88333
2006-02-25,1.1,0.0,0,1.1
2006-02-26,1.04167,0.0,0,1.04167
2006-02-27,0.86111,0.0,0,0.86111
2006-02-28,0.96667,140.0,1,1.01397
2006-03-01,0.77222,0.0,0,0.77222
2006-03-02,0.98333,0.0,0,0.98333
2006-03-03,0.95833,0.0,0,0.95833
2006-03-04,0.69444,150.0,1,0.73529
2006-03-05,0.5625,0.0,0,0.5625
2006-03-06,1.09167,0.0,0,1.09167
2006-03-07,1.0,160.0,1,1.08696
2006-03-08,0.59,0.0,0,0.59
2006-03-09,0.855,0.0,0,0.855
2006-03-10,0.72778,0.0,0,0.72778
2006-03-11,1.0,0.0,0,1.0
2006-03-12,0.56667,0.0,0,0.56667
2006-03-13,1.0,0.0,0,1.0
2006-03-14,0.425,150.0,1,0.46237
2006-03-15,0.67778,0.0,0,0.67778
2006-03-16,0.80556,0.0,0,0.80556
